13 0 2204 seq14 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__unidentified s__unidentified
13 1 2149 seq14 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__unidentified s__unidentified
14 1 4124 seq15 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Alloprevotella s__unidentified
15 1 3663 seq16 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Prevotella s__unidentified
16 1 3334 seq17 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Acidaminococcaceae g__Phascolarctobacterium s__unidentified
17 0 410 seq18 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Blautia s__glucerasea
17 1 2470 seq18 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Blautia s__glucerasea
18 0 1507 seq19 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Veillonellaceae g__Megamonas s__funiformis
18 1 1219 seq19 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Veillonellaceae g__Megamonas s__funiformis
19 1 2719 seq20 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__unidentified
20 1 2553 seq21 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Aeromonadales f__Succinivibrionaceae g__Succinivibrio s__unidentified
21 1 2471 seq22 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Prevotella s__unidentified
22 0 1831 seq23 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__mortiferum-varium
22 1 634 seq23 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__mortiferum-varium
23 0 199 seq24 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Allobaculum s__stercoricanis
23 1 2014 seq24 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Allobaculum s__stercoricanis
24 0 1254 seq25 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium-Pseudobutyrivibrio s__unidentified
24 1 888 seq25 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium-Pseudobutyrivibrio s__unidentified
25 0 387 seq26 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
25 1 1599 seq26 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
26 1 1978 seq27 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Prevotella s__unidentified
27 1 1819 seq28 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Alloprevotella s__unidentified
28 0 148 seq29 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__perfringens
28 1 1364 seq29 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__perfringens
28 2 60 seq29 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__perfringens
29 1 1565 seq30 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Alloprevotella s__unidentified
30 1 1394 seq31 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Prevotella s__unidentified
31 0 576 seq32 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
31 1 803 seq32 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
32 1 1335 seq33 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Alloprevotella s__unidentified
33 1 1276 seq34 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__stercoricanis
34 0 945 seq35 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__mortiferum-varium
34 1 322 seq35 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__mortiferum-varium
35 0 636 seq36 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__unidentified
35 1 623 seq36 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__unidentified
36 1 1173 seq37 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__vulgatus
37 0 371 seq38 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__unidentified s__unidentified
37 1 564 seq38 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__unidentified s__unidentified
38 0 429 seq39 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
38 1 491 seq39 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
39 0 629 seq40 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__stercoricanis
39 1 285 seq40 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__stercoricanis
40 1 864 seq41 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Roseburia s__unidentified
41 0 840 seq42 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__unidentified
42 0 810 seq43 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Faecalibacterium s__prausnitzii
43 2 784 seq44 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Bradyrhizobiaceae g__Afipia-Bradyrhizobium s__betae-broomeae-canariense-elkanii-icense-jicamae-oligotrophicum-pachyrhizi
44 0 106 seq45 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__wadsworthensis
44 1 600 seq45 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__wadsworthensis
45 0 499 seq46 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Blautia-Lachnoclostridium s__unidentified
45 1 198 seq46 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Blautia-Lachnoclostridium s__unidentified
46 1 693 seq47 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Prevotella s__copri
47 1 587 seq48 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__plebeius
48 2 576 seq49 k__Bacteria p__Verrucomicrobia c__Spartobacteria o__Chthoniobacterales f__unidentified g__unidentified s__unidentified
49 1 544 seq50 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__unidentified
50 1 518 seq51 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Prevotellaceae g__Alloprevotella s__unidentified
51 1 490 seq52 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Aeromonadales f__Succinivibrionaceae g__Succinivibrio s__unidentified
52 2 487 seq53 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Sphingomonadales f__Sphingomonadaceae g__Sphingomonas s__jaspsi
53 1 464 seq54 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__unidentified
54 1 441 seq55 k__Bacteria p__Firmicutes c__Negativicutes o__Selenomonadales f__Acidaminococcaceae g__Phascolarctobacterium s__unidentified
55 0 274 seq56 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__colicanis
55 1 148 seq56 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__colicanis
56 2 406 seq57 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__Pseudolabrys-Variibacter s__unidentified
57 1 405 seq58 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__vulgatus
58 1 381 seq59 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__vulgatus
59 1 356 seq60 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Roseburia s__unidentified
60 2 345 seq61 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__unidentified g__unidentified s__unidentified
61 2 344 seq62 k__Bacteria p__Actinobacteria c__Actinobacteria o__Streptosporangiales f__Thermomonosporaceae g__Actinoallomurus s__amamiensis-fulvus-purpureus-spadix
62 0 53 seq63 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Erysipelatoclostridium s__ramosum
62 1 287 seq63 k__Bacteria p__Firmicutes c__Erysipelotrichia o__Erysipelotrichales f__Erysipelotrichaceae g__Erysipelatoclostridium s__ramosum
63 2 333 seq64 k__Bacteria p__Chloroflexi c__KD4-96 o__uous_taxa f__uous_taxa g__uous_taxa s__uous_taxa
64 2 320 seq65 k__Bacteria p__Actinobacteria c__Actinobacteria o__Propionibacteriales f__Nocardioidaceae g__Nocardioides s__unidentified
65 0 55 seq66 k__Bacteria p__Actinobacteria c__Coriobacteriia o__Coriobacteriales f__Coriobacteriaceae g__Slackia s__piriformis
65 1 256 seq66 k__Bacteria p__Actinobacteria c__Coriobacteriia o__Coriobacteriales f__Coriobacteriaceae g__Slackia s__piriformis
66 2 310 seq67 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_6 f__uous_taxa g__uous_taxa s__uous_taxa
67 2 306 seq68 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__Variibacter s__unidentified
68 2 305 seq69 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_6 f__unidentified g__unidentified s__unidentified
69 1 305 seq70 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__vulgatus
70 2 295 seq71 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__unidentified s__unidentified
71 0 292 seq72 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Peptoclostridium s__unidentified
72 2 274 seq73 k__Bacteria p__Actinobacteria c__Actinobacteria o__Streptomycetales f__Streptomycetaceae g__Streptomyces s__antibioticus-avermitilis-bungoensis-caeruleatus-canus-capoamus-chartreusis-curacoi-galbus-griseochromogenes-griseoruber-hokutonensis-hygroscopicus-indigocolor-longwoodensis-moderatus-olivochromogenes-prunicolor-roseogriseus-scabiei-spinichromogenes
73 2 272 seq74 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhodospirillales f__Rhodospirillales_Incertae_Sedis g__Reyranella s__unidentified
74 2 266 seq75 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__unidentified s__unidentified
75 2 263 seq76 k__Bacteria p__Chloroflexi c__KD4-96 o__uous_taxa f__uous_taxa g__uous_taxa s__uous_taxa
76 0 259 seq77 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__stercoricanis
77 2 250 seq78 k__Bacteria p__Verrucomicrobia c__Spartobacteria o__Chthoniobacterales f__DA101_soil_group g__unidentified s__unidentified
78 1 249 seq79 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__Peptoclostridium s__unidentified
79 1 241 seq80 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__perfoetens
80 1 241 seq81 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__[Ruminococcus] s__unidentified
81 2 241 seq82 k__Bacteria p__Actinobacteria c__MB-A2-108 o__uous_taxa f__uous_taxa g__uous_taxa s__uous_taxa
82 2 237 seq83 k__Bacteria p__Firmicutes c__Bacilli o__Bacillales f__Bacillaceae g__Bacillus s__anthracis-cereus-mycoides-thuringiensis-toyonensis
83 2 237 seq84 k__Bacteria p__Actinobacteria c__Actinobacteria o__Pseudonocardiales f__Pseudonocardiaceae g__Pseudonocardia s__asaccharolytica
84 1 236 seq85 k__Bacteria p__Fusobacteria c__Fusobacteriia o__Fusobacteriales f__Fusobacteriaceae g__Fusobacterium s__perfoetens
85 2 235 seq86 k__Bacteria p__Proteobacteria c__Deltaproteobacteria o__GR-WP33-30 f__uous_taxa g__uous_taxa s__uous_taxa
86 1 235 seq87 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__perfringens
87 1 231 seq88 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__plebeius
88 2 231 seq89 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__SC-I-84 f__unidentified g__unidentified s__unidentified
89 1 225 seq90 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__unidentified
90 2 222 seq91 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Gaiellales f__Gaiellaceae g__Gaiella s__unidentified
91 0 111 seq92 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
91 1 110 seq92 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
92 2 212 seq93 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Gaiellales f__unidentified g__uous_taxa s__uous_taxa
93 2 204 seq94 k__Bacteria p__Actinobacteria c__Actinobacteria o__Micrococcales f__Micrococcaceae g__Arthrobacter-Pseudarthrobacter s__defluvii-humicola-oryzae-oxydans-pascens-phenanthrenivorans-polychromogenes-scleromae-siccitolerans-sulfonivorans
94 0 200 seq95 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__baratii
95 2 199 seq96 k__Bacteria p__Actinobacteria c__Actinobacteria o__Streptosporangiales f__Thermomonosporaceae g__Actinomadura s__alba-rifamycini
96 2 194 seq97 k__Bacteria p__Chloroflexi c__KD4-96 o__uous_taxa f__uous_taxa g__uous_taxa s__uous_taxa
97 2 194 seq98 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Gaiellales f__Gaiellaceae g__Gaiella s__unidentified
98 2 190 seq99 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Rhodobiaceae g__unidentified s__unidentified
99 2 190 seq100 k__Bacteria p__Verrucomicrobia c__Spartobacteria o__Chthoniobacterales f__Chthoniobacteraceae g__Chthoniobacter s__unidentified
100 2 189 seq101 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_3 f__unidentified g__Candidatus s__Solibacter
101 1 188 seq102 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__unidentified
102 2 187 seq103 k__Bacteria p__Gemmatimonadetes c__Gemmatimonadetes o__Gemmatimonadales f__Gemmatimonadaceae g__unidentified s__unidentified
103 1 186 seq104 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
104 2 184 seq105 k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Xanthomonadales f__unidentified g__uous_taxa s__uous_taxa
105 2 184 seq106 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Gaiellales f__unidentified g__unidentified s__unidentified
106 2 182 seq107 k__Bacteria p__Chloroflexi c__KD4-96 o__uous_taxa f__uous_taxa g__uous_taxa s__uous_taxa
107 1 180 seq108 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
108 2 179 seq109 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__TRA3-20 f__bacterium_enrichment_culture_clone_Anammox_13 g__bacterium s__enrichment
109 2 178 seq110 k__Bacteria p__Verrucomicrobia c__Spartobacteria o__Chthoniobacterales f__unidentified g__unidentified s__unidentified
110 2 174 seq111 k__Bacteria p__Nitrospirae c__Nitrospira o__Nitrospirales f__Nitrospiraceae g__Nitrospira s__japonica
111 2 174 seq112 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_6 f__uous_taxa g__uous_taxa s__uous_taxa
112 2 172 seq113 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__Variibacter s__unidentified
113 2 171 seq114 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_6 f__uous_taxa g__uous_taxa s__uous_taxa
114 2 171 seq115 None
115 2 171 seq116 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Comamonadaceae g__Leptothrix-Zhizhongheella s__caldifontis-mobilis
116 2 169 seq117 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_3 f__unidentified g__Candidatus s__Solibacter
117 1 166 seq118 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella s__wadsworthensis
118 2 166 seq119 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__unidentified g__unidentified s__unidentified
119 2 166 seq120 k__Bacteria p__Gemmatimonadetes c__Gemmatimonadetes o__Gemmatimonadales f__Gemmatimonadaceae g__unidentified s__unidentified
120 2 164 seq121 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__SC-I-84 f__unidentified g__unidentified s__unidentified
121 2 163 seq122 k__Bacteria p__Actinobacteria c__Actinobacteria o__Streptomycetales f__Streptomycetaceae g__Streptomyces s__collinus-diastatochromogenes-durhamensis-echinatus-ginsengisoli-gramineus-griseoluteus-griseovariabilis-lanatus-miharaensis-murinus-myxogenes-novaecaesareae-panaciradicis-psammoticus-puniciscabiei-recifensis-rhizophilus-roseochromogenus-seoulensis-shenzhenensis-triostinicus
122 1 160 seq123 k__Bacteria p__Bacteroidetes c__Bacteroidia o__Bacteroidales f__Bacteroidaceae g__Bacteroides s__plebeius
123 2 159 seq124 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Solirubrobacterales f__480-2 g__uous_taxa s__uous_taxa
124 2 159 seq125 None
125 2 156 seq126 k__Bacteria p__Verrucomicrobia c__Spartobacteria o__Chthoniobacterales f__DA101_soil_group g__unidentified s__unidentified
126 1 150 seq127 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__perfringens
127 2 149 seq128 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__unidentified s__unidentified
128 2 148 seq129 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Gaiellales f__Gaiellaceae g__Gaiella s__occulta
129 1 148 seq130 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae_1 g__Clostridium s__perfringens
130 2 147 seq131 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_17 f__uous_taxa g__uous_taxa s__uous_taxa
131 2 146 seq132 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_6 f__uous_taxa g__uous_taxa s__uous_taxa
132 2 146 seq133 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhizobiales f__Xanthobacteraceae g__Variibacter s__unidentified
133 2 146 seq134 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Sphingomonadales f__Sphingomonadaceae g__Sphingomonas s__jaspsi
134 2 145 seq135 k__Bacteria p__Chloroflexi c__KD4-96 o__unidentified f__unidentified g__unidentified s__unidentified
135 2 145 seq136 k__Bacteria p__Actinobacteria c__Actinobacteria o__Streptosporangiales f__Thermomonosporaceae g__Actinoallomurus-Actinomadura s__alba-purpureus-rifamycini
136 0 50 seq137 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Butyricicoccus-Ruminiclostridium s__pullicaecorum
136 1 95 seq137 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Butyricicoccus-Ruminiclostridium s__pullicaecorum
137 2 144 seq138 k__Bacteria p__Actinobacteria c__Actinobacteria o__Streptosporangiales f__Thermomonosporaceae g__Actinoallomurus s__coprocola-oryzae
138 2 143 seq139 k__Bacteria p__Actinobacteria c__Actinobacteria o__Corynebacteriales f__Nocardiaceae g__Rhodococcus s__equi-hoagii-soli
139 2 141 seq140 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_3 f__unidentified g__Bryobacter s__unidentified
140 2 141 seq141 k__Bacteria p__Acidobacteria c__Acidobacteria o__Acidobacteriales f__Acidobacteriaceae_Subgroup_1 g__Candidatus s__Koribacter
141 2 141 seq142 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Solirubrobacterales f__Patulibacteraceae g__Patulibacter s__unidentified
142 2 140 seq143 k__Bacteria p__Gemmatimonadetes c__Gemmatimonadetes o__Gemmatimonadales f__Gemmatimonadaceae g__Gemmatimonas s__unidentified
143 2 140 seq144 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__TRA3-20 f__bacterium_enrichment_culture_clone_Anammox_13 g__bacterium s__enrichment
144 2 139 seq145 None
145 2 138 seq146 k__Bacteria p__Actinobacteria c__Acidimicrobiia o__Acidimicrobiales f__Acidimicrobiaceae g__Illumatobacter s__unidentified
146 2 138 seq147 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_6 f__uous_taxa g__uous_taxa s__uous_taxa
147 2 137 seq148 k__Bacteria p__Actinobacteria c__Thermoleophilia o__Solirubrobacterales f__Solirubrobacteraceae g__Solirubrobacter s__unidentified
148 2 136 seq149 k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhodospirillales f__Acetobacteraceae g__unidentified s__unidentified
149 2 135 seq150 k__Bacteria p__Actinobacteria c__Actinobacteria o__Propionibacteriales f__Nocardioidaceae g__Marmoricola-Nocardioides s__mesophilus
150 1 133 seq151 k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Lachnoclostridium s__unidentified
151 2 132 seq152 k__Bacteria p__Actinobacteria c__Acidimicrobiia o__Acidimicrobiales f__unidentified g__uous_taxa s__uous_taxa
152 2 131 seq153 k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Nitrosomonadales f__Nitrosomonadaceae g__unidentified s__unidentified
153 2 129 seq154 k__Bacteria p__Acidobacteria c__Acidobacteria o__Subgroup_6 f__unidentified g__unidentified s__unidentified
154 2 128 seq155 k__Bacteria p__Actinobacteria c__Actinobacteria o__Micromonosporales f__Micromonosporaceae g__unidentified s__unidentified
155 2 127 seq156 k__Bacteria p__Gemmatimonadetes c__Gemmatimonadetes o__Gemmatimonadales f__Gemmatimonadaceae g__unidentified s__unidentified
156 2 127 seq157 k__Bacteria p__Actinobacteria c__Actinobacteria o__Frankiales f__Nakamurellaceae g__Nakamurella s__flavida
